Tank Name,Tank DPM,Dmg,Reload,Pen,Velo,Acc,Aim,Dispresion,DeP/Elev,Speed,Traverse,Power,P/W,Weight,Health,VR,Stat17,Stat18,Stat19,Stat20,Stat21
AMX 30 1er prototype,,,X,AMX 30 B,,3000,390,7.80s,248,1100,0.36,2.00s,0.04 / 0.12 / 0.12,-8° / +20°,65 / 23,48°/s,720,20.17,35.7t,1900,410
CS-53,,,X,AMX 30 B,,2093,300,8.60s,218,966,0.36,2.30s,0.10 / 0.18 / 0.18,-8° / +15°,50 / 17,44°/s,710,17.93,39.6t,1450,380
CS-52 LIS,,,VIII,CS-52 C,,2222,300,8.10s,208,1109,0.39,2.50s,0.14 / 0.12 / 0.12,-7° / +17°,55 / 17,44°/s,710,17.88,39.7t,1350,380
DZT-159 Dragon's Soul,,,IX,Dragon's Soul,,2256,440,11.70s,260,1150,0.40,2.70s,0.08 / 0.20 / 0.20,-7° / +18°,40 / 15,40°/s,640,15.72,40.7t,1600,390
Pz.Kpfw. I,,,IX,Pz.Kpfw. VII,,2100,560,16.00s,276,1100,0.33,2.30s,0.08 / 0.20 / 0.20,-7° / +17°,33 / 15,24°/s,1350,11.28,119.7t,2500,400
T26E5 FL,,,X,T26E5 P,,2000,240,7.20s,230,1021,0.36,2.10s,0.13 / 0.15 / 0.15,-10° / +20°,45 / 17,35°/s,704,15.26,46.1t,1500,390
Char Mle. 75,,,VIII,E 75,,2025,530,15.70s,246,920,0.39,2.40s,0.11 / 0.21 / 0.21,-8° / +15°,40 / 15,24°/s,1000,10.95,91.3t,2000,400
Škoda T 27,,,IX,Škoda T 50,,2251,320,22.00s,248,1400,0.35,2.20s,0.10 / 0.18 / 0.18,-8° / +20°,50 / 20,58°/s,1070,28.08,38.1t,1700,400
Semovente M41,,,IX,Škoda T 50,,1034,500,29.00s,38,430,0.82,7.00s,0.50 / 0.48 / 0.48,-3.5° / +45°,56.3 / 14,18°/s,296,15.56,19t,300,260
T-116,,,V,T1,,1917,115,3.60s,128,792,0.43,2.00s,0.12 / 0.22 / 0.22,-10° / +30°,35 / 14,36°/s,900,15.42,58.4t,910,350
M48A5 Patton,,,X,M48 Patton,,2802,390,8.35s,268,1478,0.35,1.80s,0.06 / 0.07 / 0.07,-9° / +19°,48 / 20,55°/s,960,20.25,47.4t,2000,420
Vickers Medium Mk. I,,,X,Vickers 3,,2925,390,8.00s,268,1540,0.27,2.00s,0.08 / 0.10 / 0.10,-10° / +20°,55 / 25,50°/s,850,22.14,38.4t,1900,410
Lansen C,,,VIII,Lansen C,,2087,320,9.20s,208,930,0.38,2.50s,0.14 / 0.18 / 0.18,-10° / +20°,50 / 20,40°/s,680,28.72,23.7t,1350,380
Toro,,,IX,Toro,,1964,360,11.00s,248,1290,0.35,2.50s,0.12 / 0.25 / 0.25,-8° / +20°,45 / 18,35°/s,800,15.47,51.7t,1700,390
T-28E with F-30,,,IX,T28,,2637,400,9.10s,248,945,0.38,2.10s,0.08 / 0.19 / 0.19,-5° / +20°,22 / 10,24°/s,780,13.07,59.7t,1600,360
SFAC 105,,,VIII,T28,,2229,390,10.50s,270,1415,0.40,1.70s,0.15 / 0.27 / 0.27,-8° / +60°,55 / 20,35°/s,480,19.41,24.7t,1100,360
UDES 03,,,VIII,SFAC 105,,2340,390,10.00s,288,1385,0.35,3.00s,0.20 / 0.40 / 0.10,-1° / +20°,70 / 50,40°/s,500,24.29,20.6t,1200,350
Sexton II,,,VIII,UDES 03,,1800,150,5.00s,171,884,0.36,2.30s,0.20 / 0.22 / 0.22,-10° / +20°,14 / 7,20°/s,600,7.41,81t,1560,360
A-44,,,VI,TOG II*,,1714,300,10.50s,167,830,0.40,2.40s,0.12 / 0.16 / 0.16,-4° / +20°,59 / 20,55°/s,640,16.69,38.4t,1200,370
AMX M4 mle. 51,,,VII,AMX M4 54,,2400,560,14.00s,250,960,0.36,2.50s,0.14 / 0.16 / 0.16,-8° / +15°,35 / 15,28°/s,1200,15.06,79.7t,2200,390
Type 3 Chi-Nu Kai,,,X,Type 63,,1794,320,10.70s,230,1150,0.28,2.00s,0.08 / 0.18 / 0.18,-8° / +5°,40 / 15,34°/s,860,16.63,51.7t,1400,380
GSOR 1008,,,VIII,E 100,,2250,750,20.00s,246,757,0.40,2.70s,0.10 / 0.21 / 0.21,-7° / +20°,30 / 15,22°/s,1200,9.26,129.6t,2700,400
Indien-Panzer,,,X,Indien-Pz.,,2022,300,8.90s,218,1000,0.32,1.90s,0.12 / 0.20 / 0.20,-10° / +20°,55 / 20,52°/s,670,17.08,39.2t,1450,380
M41 Walker Bulldog FL,,,VIII,Bulldog,,2333,175,4.50s,190,1219,0.35,1.70s,0.06 / 0.12 / 0.12,-10° / +20°,68 / 24,65°/s,800,34.45,23.2t,1200,400
AMX 67 Imbattable,,,XI,Imbattable,,2556,410,31.00s,263,1100,0.35,2.50s,0.10 / 0.17 / 0.17,-9° / +12°,65 / 20,42°/s,1420,21.29,66.7t,2300,400
Type 5 Ke-Ho,,,XI,Type 5 H,,2246,700,18.70s,257,850,0.40,2.70s,0.14 / 0.16 / 0.16,-10° / +20°,25 / 15,20°/s,1370,9.08,150.8t,2900,400
Pz.Kpfw. T 15,,,VIII,AT 15,,2800,280,6.00s,220,878,0.30,1.70s,0.10 / 0.18 / 0.18,-10° / +10°,25 / 12,28°/s,720,11.64,61.8t,1500,370
E 65 Zwilling,,,VIII,E 65 Zwilling,,2400,280,7.00s,221,1000,0.35,2.00s,0.10 / 0.17 / 0.17,-9° / +19°,38 / 15,27°/s,1000,15.45,64.7t,1500,380
122 TM,,,VIII,122 TM,,1371,400,17.50s,233,1368,0.33,2.30s,0.15 / 0.20 / 0.20,-8° / +15°,50 / 15,40°/s,580,15.59,37.2t,1400,370
CS-53/56 Wojtek,,,VIII,CS-53,,2093,300,8.60s,218,966,0.36,2.30s,0.10 / 0.18 / 0.18,-8° / +15°,50 / 17,44°/s,710,17.93,39.6t,1450,380
Strv K,,,VIII,CS-53,,1950,390,12.00s,252,1080,0.34,2.50s,0.15 / 0.19 / 0.19,-10° / +18°,40 / 18,30°/s,670,16.49,40.6t,1850,400
Object 263,,,IX,Obj. 268,,2727,750,16.50s,303,950,0.33,2.50s,0.08 / 0.18 / 0.18,-6° / +15°,48 / 15,33°/s,950,18.75,50.7t,1950,370
Kampfpanzer 50 t,No data
Matilda LVT,,,V,Matilda BP,,1957,75,2.30s,110,892,0.41,2.30s,0.08 / 0.18 / 0.18,-12.5° / +20°,22 / 10,35°/s,190,6.38,29.8t,800,350
Stone Sentinel,,,V,Matilda BP,,1702,390,25.00s,261,1040,0.35,2.30s,0.08 / 0.17 / 0.17,-8° / +20°,45 / 15,35°/s,1050,17.59,59.7t,1800,390
UDES 16,,,IX,UDES 15/16,,2809,440,9.40s,254,1000,0.35,2.20s,0.08 / 0.14 / 0.10,-6° / +20°,50 / 24,50°/s,610,19.24,31.7t,1950,390
T1 Cunningham,,,V,T1,,1917,115,3.60s,128,792,0.43,2.00s,0.12 / 0.22 / 0.22,-10° / +30°,35 / 14,36°/s,900,15.42,58.4t,910,350
Panzer 58,No data
AMX 50 Foch B,,,X,Foch B,,3000,400,38.00s,257,1067,0.34,2.30s,0.10 / 0.13 / 0.13,-6° / +18°,50 / 15,30°/s,1150,20.58,55.9t,1850,380
Pz.Kpfw. III Ausf. K,,,X,Pz.Kpfw. VII,,2100,560,16.00s,276,1100,0.33,2.30s,0.08 / 0.20 / 0.20,-7° / +17°,33 / 15,24°/s,1350,11.28,119.7t,2500,400
Crusher,,,X,Crusher,,2000,350,10.50s,215,850,0.38,2.30s,0.10 / 0.16 / 0.16,-10° / +20°,24 / 12,24°/s,800,11.16,71.7t,1400,360
SU-122V,,,VIII,Crusher,,2901,440,9.10s,270,940,0.40,2.00s,0.10 / 0.20 / 0.20,-3° / +20°,50 / 20,45°/s,820,19.20,42.7t,1600,350
Panhard AML Lynx 6x6,,,IX,Lynx 6x6,,1750,240,8.23s,182,1150,0.40,1.60s,0.05 / 0.09 / 0.09,-8° / +15°,58 / 40,34°/s,285,36.89,7.7t,1000,310
Bisonte C45,,,VIII,Lynx 6x6,,1902,390,12.30s,175,780,0.46,3.40s,0.16 / 0.21 / 0.21,-6° / +25°,34 / 14,42°/s,750,16.32,46t,1350,350
Forest Spirit,,,VII,IS,,2294,520,13.60s,243,1030,0.35,2.30s,0.14 / 0.22 / 0.22,-7° / +37°,65 / 20,36°/s,400,16.86,23.7t,1100,360
Controcarro 1 Mk. 2,No data
Object 279 early,,,X,Obj. 277,,2352,490,12.50s,265,1030,0.38,2.70s,0.08 / 0.16 / 0.16,-5.5° / +15.5°,55 / 15,32°/s,950,17.37,54.7t,2200,400
M53/M55,,,X,M53/M55,,1214,850,42.00s,52,440,0.77,5.20s,0.50 / 0.34 / 0.34,-5° / +65°,56.3 / 14,24°/s,810,18.33,44.2t,450,300
Grille 15,,,X,Grille 15,,2500,750,18.00s,279,1200,0.27,1.50s,0.40 / 0.26 / 0.30,-7° / +15°,60 / 15,28°/s,850,21.41,39.7t,1800,390
VK 168.01 Mauerbrecher,,,VIII,Mauerbrecher,,1760,440,15.00s,220,810,0.40,2.70s,0.18 / 0.25 / 0.25,-8° / +25°,20 / 15,18°/s,1600,9.54,167.7t,1700,400
M47 Patton Improved,,,VIII,M48 Patton,,2802,390,8.35s,268,1478,0.35,1.80s,0.06 / 0.07 / 0.07,-9° / +19°,48 / 20,55°/s,960,20.25,47.4t,2000,420
Renault R35/FCM 36,,,II,R35/FCM 36,,947,30,1.90s,38,600,0.46,1.50s,0.16 / 0.24 / 0.24,-17° / +20°,23 / 12,38°/s,82,7.88,10.4t,300,310
Covenanter,,,V,Covenanter,,2000,60,6.00s,86,829,0.41,1.90s,0.10 / 0.21 / 0.21,-15° / +20°,60 / 22,52°/s,460,25.21,18.2t,600,360
FV229 Contender,,,IX,Contender,,2340,390,10.00s,248,1030,0.34,2.20s,0.12 / 0.18 / 0.18,-10° / +20°,34 / 12,24°/s,1050,13.69,76.7t,2000,380
Panhard EBR 90,,,IX,EBR 90,,1846,240,7.80s,185,1150,0.38,1.40s,0.05 / 0.09 / 0.09,-6° / +12°,65 / 65,34°/s,560,39.44,14.2t,1200,330
Type 63,,,IX,Type 61,,2634,360,8.20s,258,1185,0.38,2.10s,0.10 / 0.10 / 0.10,-10° / +13°,45 / 23,55°/s,770,22.19,34.7t,1800,400
SDP 57 Gowika,,,IX,Gowika,,1953,420,12.90s,202,1007,0.38,2.20s,0.10 / 0.25 / 0.25,-7° / +15°,50 / 14,32°/s,680,15.55,43.7t,900,340
IS-2 shielded,,,VII,IS-2,,1902,390,12.30s,175,800,0.46,3.40s,0.16 / 0.23 / 0.23,-5° / +20°,37 / 14,44°/s,640,13.98,45.8t,1350,350
M103M,,,VII,M103M,,2602,360,8.30s,258,1250,0.38,2.20s,0.10 / 0.22 / 0.22,-8° / +15°,34 / 12,27°/s,950,17.30,54.9t,1950,390
AEC Armoured Car,,,V,AEC,,1929,90,2.80s,121,850,0.37,1.80s,0.08 / 0.16 / 0.16,-10° / +20°,60 / 30,30°/s,290,21.09,13.8t,650,350
T110E3,,,X,T110E5,,2727,400,8.80s,258,1067,0.35,2.00s,0.06 / 0.14 / 0.14,-8° / +15°,37 / 12,30°/s,875,16.37,53.5t,2200,400
T-29,,,X,T29,,1455,320,13.20s,198,945,0.42,2.50s,0.18 / 0.22 / 0.22,-10° / +15°,35 / 12,25°/s,850,13.24,64.2t,1300,370
WZ-120,,,VII,WZ-120G FT,,2824,560,11.90s,271,930,0.38,2.80s,0.16 / 0.22 / 0.22,-6° / +15°,47 / 20,38°/s,520,14.44,36t,1700,390
Škoda T 40,,,IX,Škoda T 50,,2251,320,22.00s,248,1400,0.35,2.20s,0.10 / 0.18 / 0.18,-8° / +20°,50 / 20,58°/s,1070,28.08,38.1t,1700,400
Type 58,,,IX,Type 68,,2400,400,10.00s,250,1050,0.24,2.20s,0.10 / 0.16 / 0.16,-8° / +20°,35 / 14,30°/s,1000,17.04,58.7t,1950,390
